id,district,street,house_number,metro_station,metro_distance_min,area_m2,living_area_m2,kitchen_area_m2,rooms,floor,total_floors,house_type,wall_material,year_built,repair,balcony,ceiling_height_m,bathroom_type,has_elevator,has_parking,has_furniture,heating_type,window_view,security,deal_type,seller_type,price_rub,price_per_m2,listing_date
1737,Южный,Победы,109,Спортивная,4,107.5,67.6,15.4,2,8,11,Деревянный,Дерево,2007,Требует капремонта,2 лоджии,3.15,2 санузла,Да,Да,Да,Центральное,На улицу,Да,Аренда,Агентство,15705857,146101,2026-04-05
1738,Западный,Кирова,108,Северная,3,139.3,83.0,12.1,1,5,16,Деревянный,Панель,1984,Дизайнерский,Нет,3.32,2 санузла,Да,Да,Нет,Автономное,На парк,Нет,Аренда,Застройщик,42930309,308186,2025-10-25
1739,Западный,Кирова,17,Автозаводская,37,66.0,39.0,5.1,6,27,30,Панельный,Газобетон,2003,Дизайнерский,Балкон + лоджия,2.76,Совмещенный,Да,Нет,Да,Электрическое,На улицу,Нет,Аренда,Агентство,14385426,217961,2026-06-10
1740,Северный,Кирова,130,Проспект Мира,27,35.3,19.7,7.3,2,18,19,Панельный,Кирпич,1993,Евроремонт,Балкон + лоджия,2.73,Раздельный,Нет,Нет,Нет,Электрическое,На улицу,Да,Аренда,Застройщик,6523651,184806,2026-04-16
1741,Северный,Пушкина,172,Южная,26,81.0,47.6,13.3,1,8,25,Панельный,Монолит,1999,Требует капремонта,Балкон,2.68,Совмещенный,Да,Да,Да,Газовое,На улицу,Да,Аренда,Собственник,14058846,173566,2025-09-12
1742,Октябрьский,Университетская,195,Площадь Ленина,16,110.3,82.4,18.4,4,5,10,Кирпичный,Панель,1986,Требует капремонта,Нет,2.63,2 санузла,Нет,Да,Да,Автономное,Смешанный,Нет,Продажа,Собственник,24575170,222803,2025-10-13
1743,Ленинский,Лесная,173,Заречная,27,65.8,47.8,7.5,2,5,7,Деревянный,Монолит,1964,Требует капремонта,Нет,2.68,Совмещенный,Нет,Нет,Да,Автономное,На улицу,Нет,Продажа,Агентство,15965514,242637,2026-05-13
1744,Ленинский,Строителей,93,Заречная,29,94.7,67.2,19.0,3,2,4,Монолитный,Панель,1968,Косметический,Балкон,2.79,2 санузла,Нет,Да,Нет,Центральное,Во двор,Да,Аренда,Собственник,11435498,120755,2025-12-21
1745,Октябрьский,Молодежная,196,Площадь Ленина,1,80.4,53.0,18.2,1,5,13,Панельный,Панель,1999,Косметический,Лоджия,2.95,Раздельный,Нет,Да,Нет,Электрическое,Смешанный,Да,Продажа,Застройщик,22100673,274884,2025-11-12
1746,Советский,Молодежная,46,Юбилейная,36,102.5,69.8,8.9,5,12,26,Монолитно-кирпичный,Кирпич,2023,Требует капремонта,2 лоджии,3.04,2 санузла,Да,Нет,Да,Автономное,Смешанный,Да,Аренда,Собственник,15288797,149159,2026-02-17
1747,Ленинский,Лесная,178,Юбилейная,45,104.9,72.7,21.3,2,18,23,Деревянный,Дерево,2004,Евроремонт,Балкон,3.37,Раздельный,Нет,Да,Нет,Газовое,Смешанный,Нет,Аренда,Агентство,11488018,109514,2025-11-22
1748,Восточный,Мира,198,Университет,42,35.9,22.8,11.0,6,4,4,Деревянный,Панель,2002,Без ремонта,Нет,3.21,Раздельный,Нет,Да,Нет,Автономное,Смешанный,Нет,Аренда,Собственник,9145525,254750,2026-06-08
1749,Кировский,Советская,141,Спортивная,34,39.9,24.6,22.0,5,6,11,Деревянный,Газобетон,1960,Без ремонта,Лоджия,2.61,Раздельный,Да,Нет,Да,Автономное,Смешанный,Да,Продажа,Агентство,3884265,97350,2025-03-03
1750,Центральный,Молодежная,31,Юбилейная,25,95.9,57.3,20.8,4,7,29,Деревянный,Панель,2000,Косметический,Балкон + лоджия,3.32,Раздельный,Да,Нет,Да,Автономное,На улицу,Да,Аренда,Собственник,13020918,135776,2026-06-09
1751,Октябрьский,Ленина,188,Автозаводская,19,122.4,91.5,10.4,4,12,15,Деревянный,Дерево,1968,Дизайнерский,Балкон,2.81,Раздельный,Нет,Да,Нет,Газовое,Смешанный,Да,Продажа,Собственник,14608684,119352,2026-04-24
1752,Советский,Лесная,14,Проспект Мира,23,46.2,27.1,6.6,4,7,7,Кирпичный,Монолит,1959,Без ремонта,Нет,2.9,2 санузла,Нет,Да,Нет,Газовое,На парк,Нет,Продажа,Собственник,7114338,153990,2025-03-27
1753,Южный,Садовая,125,Площадь Ленина,36,105.9,60.8,13.5,5,18,28,Блочный,Кирпич,1970,Без ремонта,Балкон + лоджия,2.67,Раздельный,Нет,Нет,Нет,Автономное,Во двор,Нет,Продажа,Собственник,16117768,152198,2025-06-08
1754,Восточный,Лесная,113,Автозаводская,43,145.1,83.4,11.5,1,8,24,Монолитный,Монолит,2005,Косметический,Нет,3.26,2 санузла,Нет,Нет,Нет,Автономное,На улицу,Да,Аренда,Агентство,38717033,266830,2025-01-14
1755,Ленинский,Садовая,44,Площадь Ленина,25,120.5,83.7,12.3,1,12,19,Кирпичный,Кирпич,2014,Евроремонт,Нет,3.4,2 санузла,Нет,Нет,Нет,Газовое,Во двор,Да,Аренда,Собственник,13710851,113783,2026-01-23
1756,Фрунзенский,Университетская,9,Юбилейная,44,107.1,69.0,11.2,3,9,18,Кирпичный,Кирпич,1982,Дизайнерский,Балкон,2.77,Раздельный,Нет,Да,Нет,Газовое,На реку,Да,Продажа,Собственник,18153342,169499,2025-10-29
1757,Советский,Университетская,142,Заречная,16,158.0,106.2,20.0,4,5,8,Панельный,Дерево,2018,Косметический,Балкон + лоджия,3.13,2 санузла,Да,Нет,Да,Центральное,Смешанный,Да,Аренда,Застройщик,47867522,302959,2025-07-11
1758,Советский,Мира,102,Университет,41,54.2,39.4,11.4,1,5,6,Монолитный,Кирпич,2002,Евроремонт,2 лоджии,2.85,Раздельный,Да,Да,Нет,Центральное,Во двор,Да,Аренда,Агентство,6021186,111092,2025-11-17
1759,Восточный,Молодежная,111,Южная,21,121.3,79.5,6.7,3,2,7,Панельный,Дерево,2016,Косметический,Балкон,3.06,Раздельный,Нет,Нет,Да,Газовое,На улицу,Да,Продажа,Агентство,12075293,99549,2025-09-06
1760,Ленинский,Кирова,29,Университет,1,43.5,25.1,10.4,6,21,24,Монолитно-кирпичный,Кирпич,2018,Косметический,2 лоджии,3.14,2 санузла,Да,Да,Да,Электрическое,На улицу,Да,Продажа,Собственник,7048131,162026,2025-07-05
1761,Западный,Победы,78,Автозаводская,24,86.1,64.0,18.8,2,18,30,Кирпичный,Монолит,2012,Косметический,Балкон + лоджия,2.89,Совмещенный,Да,Нет,Да,Автономное,Смешанный,Нет,Аренда,Агентство,14706740,170810,2025-02-11
1762,Южный,Садовая,43,Заречная,43,51.6,34.2,19.5,3,15,21,Панельный,Газобетон,2005,Дизайнерский,2 лоджии,2.88,Раздельный,Нет,Да,Нет,Газовое,Смешанный,Нет,Аренда,Агентство,10832388,209930,2025-12-19
1763,Восточный,Строителей,49,Северная,17,68.3,50.1,10.0,3,4,23,Кирпичный,Кирпич,1981,Евроремонт,Балкон + лоджия,2.87,2 санузла,Нет,Нет,Да,Автономное,На парк,Нет,Продажа,Собственник,21356180,312682,2025-10-02
1764,Ленинский,Пушкина,98,Площадь Ленина,43,45.5,30.2,8.7,4,13,16,Блочный,Кирпич,2018,Дизайнерский,Лоджия,2.83,2 санузла,Да,Нет,Нет,Центральное,На улицу,Да,Аренда,Агентство,4319451,94933,2026-03-31
1765,Кировский,Мира,1,Парк Культуры,44,106.5,62.6,7.5,2,2,9,Блочный,Кирпич,1992,Евроремонт,Балкон + лоджия,3.29,Раздельный,Да,Нет,Нет,Электрическое,Во двор,Да,Аренда,Собственник,25819008,242432,2026-04-20
1766,Центральный,Лесная,29,Северная,2,83.1,59.2,18.9,4,10,12,Панельный,Панель,2018,Косметический,Балкон,2.82,2 санузла,Нет,Нет,Нет,Электрическое,На улицу,Нет,Продажа,Собственник,26472336,318560,2025-07-02
1767,Московский,Университетская,48,Заречная,16,100.4,69.0,20.5,5,16,20,Кирпичный,Газобетон,1976,Евроремонт,Лоджия,2.85,2 санузла,Нет,Нет,Нет,Автономное,На парк,Нет,Продажа,Агентство,7902684,78712,2026-04-30
1768,Южный,Кирова,104,Парк Культуры,28,154.1,98.5,5.6,2,19,27,Деревянный,Монолит,2018,Требует капремонта,Балкон + лоджия,2.88,Совмещенный,Да,Нет,Нет,Электрическое,На реку,Нет,Аренда,Агентство,35725003,231830,2025-05-30
